age,income,loan_amount,credit_score,employment_years,previous_defaults,num_open_accounts,credit_history_years,monthly_debt,debt_to_income_ratio,loan_purpose,home_ownership,education,marital_status,risk
27,36838,25380,650,28,0,9,22,2226.15,0.725,home_improvement,mortgage,high_school,single,1
41,35996,5166,814,12,1,13,10,2418.39,0.806,debt_consolidation,rent,bachelor,single,1
38,63622,6588,703,31,0,10,0,689.79,0.13,car,own,bachelor,married,0
23,67024,20190,492,26,0,7,15,1706.73,0.306,debt_consolidation,rent,high_school,divorced,0
62,106448,13281,543,33,0,2,3,211.01,0.024,debt_consolidation,rent,high_school,single,0
74,84270,17031,559,32,0,4,22,683.54,0.097,debt_consolidation,rent,master,single,0
59,62102,12546,527,3,0,12,5,2097.79,0.405,debt_consolidation,rent,bachelor,married,0
61,51619,31956,630,17,1,14,10,2336.99,0.543,debt_consolidation,rent,master,married,0
69,135367,3899,666,5,0,12,29,670.31,0.059,medical,rent,master,married,0
31,75664,9422,559,27,0,8,23,3046.92,0.483,debt_consolidation,mortgage,high_school,single,0
59,43281,20774,634,26,1,9,5,1554.65,0.431,car,rent,bachelor,married,1
44,54384,3144,665,25,1,7,9,3690.53,0.814,car,rent,bachelor,single,0
66,38063,2613,698,19,0,5,5,1611.88,0.508,car,rent,bachelor,single,1
39,8000,16652,660,12,1,1,9,684.26,1.026,home_improvement,rent,master,married,1
24,67816,25408,673,27,0,9,21,3056.08,0.541,small_business,rent,bachelor,married,0
46,104561,26974,647,33,0,12,22,2314.42,0.266,small_business,rent,bachelor,single,0
58,19236,16100,579,22,2,6,4,1608.08,1.003,debt_consolidation,other,master,married,1
62,61381,6934,594,9,0,2,27,1488.23,0.291,car,mortgage,high_school,single,0
52,42327,18307,557,29,0,11,26,688.0,0.195,debt_consolidation,mortgage,bachelor,married,1
59,73037,21793,754,21,0,10,8,1429.26,0.235,debt_consolidation,own,high_school,single,0
65,55691,18142,547,4,0,10,6,214.44,0.046,home_improvement,mortgage,high_school,single,0
66,25998,29810,716,8,0,2,16,2059.37,0.951,other,mortgage,high_school,divorced,1
56,35472,2830,547,3,0,10,26,3597.22,1.217,car,mortgage,bachelor,single,1
60,39242,6636,703,0,1,1,11,3201.79,0.979,car,mortgage,master,married,1
57,93607,28144,718,33,0,12,27,211.23,0.027,debt_consolidation,own,high_school,married,0
53,92331,500,730,25,0,4,29,3536.92,0.46,home_improvement,rent,master,married,0
56,52216,8527,577,17,0,10,24,1864.07,0.428,debt_consolidation,rent,high_school,married,0
23,90695,6221,661,15,1,11,10,844.48,0.112,small_business,rent,high_school,single,0
29,55670,500,607,22,0,13,5,3034.41,0.654,debt_consolidation,own,master,divorced,0
28,51833,12754,587,35,0,2,26,1359.21,0.315,home_improvement,rent,high_school,single,0
53,61427,23955,653,25,1,10,23,1087.94,0.213,other,own,high_school,married,0
26,67120,16875,706,1,0,11,24,729.14,0.13,other,rent,high_school,married,0
61,46113,24595,608,4,0,9,10,1997.83,0.52,medical,rent,high_school,married,1
59,60546,29303,673,28,0,2,10,464.24,0.092,debt_consolidation,rent,bachelor,single,0
24,79683,10372,586,3,1,11,13,3163.89,0.476,other,mortgage,high_school,single,0
33,63238,46762,576,34,0,9,15,1935.63,0.367,small_business,mortgage,bachelor,single,0
69,61069,10855,627,21,0,1,1,1843.21,0.362,medical,rent,bachelor,married,0
22,72354,12449,631,7,1,14,1,107.23,0.018,other,mortgage,bachelor,married,0
25,76667,6508,696,20,1,7,4,3289.67,0.515,other,rent,master,married,0
64,58434,21544,562,7,2,6,13,2022.06,0.415,debt_consolidation,mortgage,high_school,widowed,0
47,48145,11513,801,4,0,6,20,1815.59,0.453,debt_consolidation,mortgage,bachelor,widowed,1
52,64730,14053,524,20,0,2,27,3069.4,0.569,car,own,bachelor,single,0
41,20150,12537,665,26,1,1,9,345.3,0.206,home_improvement,own,high_school,single,1
28,54741,12265,630,37,0,10,9,1530.05,0.335,debt_consolidation,mortgage,master,married,0
58,8000,16899,604,4,0,8,17,2345.36,3.518,car,rent,bachelor,married,1
28,18105,9597,637,20,0,8,25,1896.25,1.257,debt_consolidation,own,high_school,married,1
70,14345,10160,697,7,0,2,19,808.39,0.676,debt_consolidation,rent,high_school,single,1
23,86183,27874,707,21,1,4,8,1267.18,0.176,debt_consolidation,mortgage,high_school,married,0
74,60349,11477,634,17,0,13,3,1270.78,0.253,debt_consolidation,rent,master,married,0
64,28448,19602,673,3,0,13,16,3968.69,1.674,education,rent,master,divorced,1
23,72276,4326,556,3,0,4,20,1372.17,0.228,other,mortgage,bachelor,married,0
42,84716,9663,637,36,1,2,1,900.21,0.128,car,rent,high_school,divorced,0
26,72712,500,677,14,0,11,13,3308.28,0.546,car,own,bachelor,single,0
22,55282,37253,490,37,0,9,21,1742.57,0.378,debt_consolidation,mortgage,master,married,0
43,65812,31505,655,26,0,12,0,1831.07,0.334,home_improvement,mortgage,bachelor,single,0
64,82537,22145,638,20,0,14,22,2240.67,0.326,small_business,rent,high_school,married,0
22,48268,40813,738,3,0,4,6,2423.19,0.602,car,rent,high_school,divorced,1
58,60746,24243,661,10,0,4,3,2403.17,0.475,debt_consolidation,mortgage,high_school,married,0
37,53570,12936,683,18,0,4,8,234.55,0.053,medical,mortgage,high_school,married,0
55,19664,19470,630,18,0,5,2,3293.49,2.01,other,mortgage,bachelor,divorced,1
54,82914,31329,694,26,0,10,4,859.93,0.124,debt_consolidation,rent,high_school,single,0
43,111431,4436,689,39,0,12,20,1240.13,0.134,debt_consolidation,mortgage,master,married,0
50,38155,926,558,27,1,12,23,776.38,0.244,debt_consolidation,mortgage,bachelor,married,1
72,84067,19872,671,4,0,8,9,3091.6,0.441,debt_consolidation,mortgage,bachelor,married,0
28,38950,7957,732,24,0,4,9,2376.27,0.732,medical,mortgage,bachelor,married,1
42,63319,500,718,2,0,3,3,3045.65,0.577,other,own,high_school,married,0
64,97700,500,651,25,0,11,16,2648.25,0.325,car,mortgage,high_school,married,0
56,46989,11262,672,9,1,1,26,506.22,0.129,small_business,rent,other,single,1
25,59632,15578,714,23,2,2,20,1275.85,0.257,car,mortgage,bachelor,single,0
33,14962,15935,570,28,1,4,16,2078.33,1.667,debt_consolidation,mortgage,high_school,married,1
49,43394,39062,683,6,0,9,18,1289.29,0.357,car,rent,high_school,single,1
51,12343,12508,512,22,1,14,5,908.49,0.883,medical,rent,high_school,single,1
67,70729,18337,710,26,0,1,0,3492.27,0.592,small_business,mortgage,high_school,divorced,0
36,80790,500,623,8,0,6,25,3016.36,0.448,debt_consolidation,mortgage,high_school,married,0
62,54459,14626,643,2,0,6,13,1446.36,0.319,home_improvement,own,high_school,single,0
50,67147,19010,611,12,0,10,29,3083.55,0.551,debt_consolidation,own,bachelor,married,0
36,51856,500,647,5,1,3,12,2547.4,0.589,small_business,rent,master,married,0
32,78513,3792,667,37,1,10,2,114.76,0.018,home_improvement,mortgage,high_school,widowed,0
37,63236,20870,702,20,0,9,22,1583.02,0.3,debt_consolidation,mortgage,bachelor,married,0
36,10358,8444,740,18,0,14,1,1232.9,1.428,education,rent,high_school,married,1
32,83499,13769,653,24,0,10,21,949.84,0.137,home_improvement,rent,high_school,single,0
28,50261,21489,533,38,0,3,6,1081.2,0.258,debt_consolidation,rent,bachelor,divorced,0
40,28240,39442,741,3,1,1,27,3775.22,1.604,other,rent,master,married,1
23,49026,12338,546,21,0,2,11,1996.64,0.489,debt_consolidation,own,high_school,single,1
36,12448,36230,620,4,0,4,1,3406.06,3.283,debt_consolidation,rent,bachelor,married,1
50,28752,500,615,0,0,4,10,935.45,0.39,debt_consolidation,rent,other,single,1
65,63573,16780,650,16,0,2,15,780.17,0.147,debt_consolidation,rent,bachelor,divorced,0
43,65667,10990,561,8,0,10,26,3566.28,0.652,home_improvement,mortgage,high_school,married,0
48,67660,8610,558,8,1,6,4,2033.25,0.361,car,rent,high_school,single,0
71,60080,22896,648,23,0,6,25,3591.09,0.717,debt_consolidation,rent,phd,single,0
60,42678,12424,594,9,0,3,27,345.81,0.097,debt_consolidation,rent,high_school,single,1
74,58638,500,744,19,0,1,25,3674.1,0.752,debt_consolidation,rent,bachelor,married,0
25,49069,500,611,16,0,10,16,1720.24,0.421,home_improvement,rent,bachelor,married,0
40,19355,23664,578,12,1,9,2,705.94,0.438,home_improvement,mortgage,bachelor,single,1
60,40689,500,767,28,0,4,13,2765.19,0.815,debt_consolidation,rent,high_school,married,1
64,82238,23985,682,35,0,9,15,3207.92,0.468,debt_consolidation,rent,bachelor,widowed,0
21,99707,16497,840,22,0,5,16,284.76,0.034,debt_consolidation,rent,high_school,single,0
50,76281,12956,515,26,2,7,27,3950.06,0.621,debt_consolidation,own,bachelor,single,0
41,98592,14022,664,17,1,3,18,2818.4,0.343,debt_consolidation,rent,bachelor,married,0
40,62134,21177,683,17,0,3,3,1353.47,0.261,education,other,high_school,single,0
26,103559,870,651,8,1,8,27,690.05,0.08,debt_consolidation,own,bachelor,single,0
42,111362,15507,624,2,0,1,27,1630.87,0.176,debt_consolidation,mortgage,other,single,0
38,16663,1325,737,6,0,8,20,960.21,0.691,home_improvement,mortgage,master,single,1
28,65537,16963,682,14,0,8,19,2027.2,0.371,home_improvement,mortgage,high_school,single,0
59,62160,22757,531,29,1,3,19,3149.38,0.608,debt_consolidation,mortgage,bachelor,divorced,0
52,49397,16991,589,8,0,1,24,2674.51,0.65,debt_consolidation,mortgage,bachelor,single,1
53,72297,22303,568,26,0,9,24,1800.15,0.299,small_business,mortgage,bachelor,single,0
73,61028,6599,641,35,0,4,8,563.88,0.111,car,rent,bachelor,single,0
36,41613,14253,716,17,0,7,10,3832.91,1.105,debt_consolidation,mortgage,other,single,1
32,59334,12144,623,30,0,9,4,1154.45,0.233,debt_consolidation,mortgage,high_school,married,0
58,90114,11358,632,16,0,3,10,1183.55,0.158,debt_consolidation,rent,master,married,0
72,64563,5392,581,5,1,5,12,2617.46,0.486,small_business,other,high_school,single,0
54,75673,9818,703,38,0,10,20,3104.99,0.492,home_improvement,rent,master,divorced,0
34,53073,1647,736,24,0,11,1,3938.2,0.89,debt_consolidation,own,master,married,0
56,71301,500,647,37,1,13,21,3879.74,0.653,debt_consolidation,mortgage,bachelor,married,0
53,29769,6591,760,37,0,3,1,3663.67,1.477,other,mortgage,master,single,1
43,47506,22511,611,30,0,5,9,1797.72,0.454,home_improvement,own,bachelor,single,1
70,57433,17808,552,28,0,11,12,750.01,0.157,debt_consolidation,own,bachelor,married,0
65,28091,500,706,39,0,2,4,2379.44,1.016,car,rent,phd,married,1
22,39244,10127,643,8,1,4,10,167.3,0.051,debt_consolidation,mortgage,high_school,single,1
61,67827,23309,609,0,1,12,28,865.37,0.153,home_improvement,rent,other,widowed,0
41,63245,9618,655,15,0,2,14,109.86,0.021,car,mortgage,high_school,married,0
22,80159,500,539,37,0,3,27,804.09,0.12,medical,own,bachelor,single,0
47,44987,42091,527,22,0,5,27,1951.55,0.521,car,rent,high_school,married,1
29,61440,12996,656,7,1,9,4,1633.96,0.319,debt_consolidation,rent,high_school,married,0
21,43203,1037,680,11,1,3,19,1540.26,0.428,small_business,mortgage,bachelor,single,1
31,77653,17055,747,9,0,10,4,3340.72,0.516,other,rent,high_school,single,0
23,89768,13972,712,15,1,6,6,2732.49,0.365,home_improvement,rent,phd,single,0
72,72083,500,694,23,0,4,9,3752.08,0.625,debt_consolidation,mortgage,high_school,single,0
43,86529,16120,738,38,0,4,28,1836.83,0.255,other,mortgage,high_school,single,0
46,60812,26804,684,7,1,11,1,1161.7,0.229,debt_consolidation,rent,master,married,0
24,80139,12205,625,10,2,13,0,578.47,0.087,debt_consolidation,mortgage,master,single,0
38,61885,500,713,25,0,10,19,2720.91,0.528,debt_consolidation,other,bachelor,single,0
26,34376,19103,711,6,0,10,22,3382.79,1.181,debt_consolidation,own,high_school,single,1
55,66168,22234,649,14,0,13,0,816.58,0.148,small_business,mortgage,master,single,0
42,35117,7963,566,14,0,5,3,3527.14,1.205,debt_consolidation,rent,bachelor,single,1
63,118478,8051,525,2,0,11,14,2152.48,0.218,debt_consolidation,rent,other,single,0
35,51647,42094,708,15,0,7,14,661.91,0.154,car,own,bachelor,married,0
42,76125,7101,683,14,0,11,29,2607.17,0.411,car,rent,master,single,0
57,59689,1537,693,24,1,14,5,2128.21,0.428,small_business,own,bachelor,single,0
72,29159,15301,711,32,1,4,5,209.92,0.086,debt_consolidation,mortgage,bachelor,married,1
62,12536,21898,587,13,0,8,0,1657.05,1.586,debt_consolidation,own,bachelor,single,1
32,78725,21389,518,23,0,12,6,3160.67,0.482,home_improvement,rent,bachelor,single,0
67,98733,500,686,10,1,13,29,2266.15,0.275,debt_consolidation,rent,high_school,single,0
69,41629,7071,733,2,0,9,4,1199.96,0.346,debt_consolidation,mortgage,high_school,married,1
62,18582,28834,674,8,0,9,21,3721.7,2.403,small_business,own,high_school,divorced,1
58,51870,18920,545,5,0,9,16,1027.34,0.238,debt_consolidation,mortgage,bachelor,single,0
38,36572,500,666,30,0,2,6,1085.67,0.356,home_improvement,rent,bachelor,single,1
65,43742,29908,571,15,0,3,3,1483.09,0.407,car,own,bachelor,married,1
55,75259,26578,542,10,0,5,2,3588.7,0.572,debt_consolidation,mortgage,master,single,0
50,58738,11440,649,16,0,12,11,2079.74,0.425,debt_consolidation,rent,bachelor,divorced,0
44,39262,25553,661,2,0,1,26,2760.5,0.844,debt_consolidation,mortgage,high_school,married,1
62,74712,38997,643,18,0,4,28,3907.43,0.628,debt_consolidation,mortgage,high_school,single,0
50,76671,2347,680,23,1,11,14,3154.86,0.494,other,mortgage,high_school,single,0
34,51573,21665,594,7,0,14,19,773.14,0.18,education,own,high_school,single,0
26,63447,38831,655,35,2,14,8,3174.58,0.6,home_improvement,rent,high_school,single,0
23,73012,22836,616,39,0,5,20,3018.51,0.496,debt_consolidation,mortgage,bachelor,married,0
36,70652,5947,632,1,1,9,11,1007.21,0.171,debt_consolidation,rent,high_school,single,0
27,61015,17866,668,22,1,8,4,1368.86,0.269,small_business,mortgage,high_school,single,0
72,95814,31438,724,39,1,1,7,2869.5,0.359,other,rent,other,single,0
34,74567,2810,670,29,1,14,14,1029.73,0.166,debt_consolidation,rent,other,married,0
29,48733,14638,693,24,1,13,6,911.93,0.225,other,rent,bachelor,single,1
35,48883,12078,650,6,0,12,18,2843.54,0.698,debt_consolidation,rent,high_school,single,1
41,46047,7423,684,27,0,3,12,3534.32,0.921,debt_consolidation,rent,master,single,1
55,75803,17898,722,16,1,14,0,392.57,0.062,debt_consolidation,rent,bachelor,single,0
22,44431,13791,781,31,0,14,27,1839.04,0.497,small_business,rent,high_school,divorced,1
47,49377,22720,734,0,0,3,10,2467.98,0.6,home_improvement,rent,bachelor,married,1
22,86450,28691,646,26,1,11,12,2737.48,0.38,medical,own,high_school,single,0
55,64790,500,730,35,0,6,1,3985.16,0.738,debt_consolidation,rent,other,widowed,0
38,89963,15810,688,6,0,4,18,2762.5,0.368,car,rent,master,single,0
34,79951,14362,607,2,1,4,10,2518.6,0.378,debt_consolidation,rent,high_school,married,0
40,30583,17440,689,29,0,1,0,3959.96,1.554,debt_consolidation,mortgage,bachelor,married,1
38,57446,14814,570,0,0,12,0,336.61,0.07,debt_consolidation,mortgage,bachelor,married,0
30,84748,3232,689,33,0,10,7,390.3,0.055,small_business,rent,master,single,0
45,29445,32456,772,37,0,13,12,2286.66,0.932,car,rent,bachelor,married,1
22,70492,37569,707,35,0,12,7,1498.79,0.255,debt_consolidation,mortgage,high_school,married,0
45,59019,21562,733,32,1,11,1,477.12,0.097,debt_consolidation,own,high_school,single,0
74,16130,22177,623,15,1,4,7,1295.15,0.963,small_business,own,high_school,single,1
53,62991,16572,683,37,0,1,26,2729.98,0.52,debt_consolidation,rent,phd,single,0
56,39063,26630,698,10,0,5,28,3534.4,1.086,other,mortgage,master,single,1
51,30808,500,628,7,1,13,13,467.87,0.182,other,rent,high_school,single,1
34,60228,14953,697,0,0,3,1,2206.57,0.44,home_improvement,mortgage,high_school,single,0
21,11728,8128,681,13,0,13,12,1254.85,1.284,car,mortgage,bachelor,married,1
66,43142,16749,698,29,0,10,26,2702.57,0.752,car,mortgage,master,married,1
36,123779,28111,577,20,0,5,4,2242.86,0.217,debt_consolidation,mortgage,high_school,single,0
74,76255,15228,739,20,1,14,0,3714.17,0.584,debt_consolidation,mortgage,bachelor,single,0
66,37964,10674,681,33,0,3,8,246.97,0.078,debt_consolidation,mortgage,high_school,single,1
72,95104,500,641,37,1,5,19,1933.15,0.244,other,rent,high_school,single,0
23,35198,13688,643,25,1,4,9,851.76,0.29,education,mortgage,master,married,1
55,46157,23067,647,13,1,9,29,2193.45,0.57,debt_consolidation,own,bachelor,single,1
61,31278,4906,591,39,1,14,10,3428.96,1.315,home_improvement,rent,bachelor,married,1
26,66401,500,733,34,0,6,17,3654.13,0.66,debt_consolidation,rent,master,single,0
45,94215,42290,717,17,0,12,16,1653.1,0.211,small_business,mortgage,master,single,0
33,35024,19022,722,19,1,14,5,3265.94,1.119,debt_consolidation,mortgage,high_school,widowed,1
73,8488,12341,755,8,0,10,10,1193.98,1.688,car,mortgage,bachelor,single,1
54,87274,31691,663,32,0,2,23,124.59,0.017,debt_consolidation,mortgage,master,single,0
28,98845,16697,534,3,0,1,3,3435.43,0.417,home_improvement,other,bachelor,married,0
41,10122,30984,694,3,1,1,0,565.71,0.671,debt_consolidation,own,bachelor,single,1
54,71501,29956,691,15,0,1,0,168.68,0.028,debt_consolidation,rent,high_school,divorced,0
24,65662,500,758,25,1,9,21,1479.81,0.27,car,rent,high_school,single,0
45,40313,20519,725,5,0,5,17,1579.58,0.47,car,rent,high_school,married,1
35,25141,35703,659,36,0,14,4,401.16,0.191,other,rent,bachelor,single,1
24,84793,3016,639,21,1,4,15,3275.31,0.464,car,rent,bachelor,divorced,0
65,64476,3163,720,38,0,10,1,1681.81,0.313,home_improvement,mortgage,master,married,0
32,66360,5193,464,6,0,5,8,2010.7,0.364,other,own,bachelor,single,0
52,44455,25685,666,29,0,9,1,1132.04,0.306,small_business,own,bachelor,married,1
52,39952,18412,716,9,0,3,4,2094.88,0.629,home_improvement,rent,bachelor,single,1
48,8000,500,641,14,0,3,19,3090.25,4.635,home_improvement,mortgage,bachelor,married,1
33,54299,19091,623,5,0,12,26,3634.11,0.803,other,mortgage,master,married,0
51,95970,11977,670,23,1,2,16,3885.07,0.486,car,rent,master,married,0
34,37743,13652,744,1,0,8,25,1764.22,0.561,education,mortgage,bachelor,single,1
40,21939,4955,681,39,0,7,24,3961.13,2.167,debt_consolidation,own,high_school,divorced,1
38,70891,19179,602,14,0,2,18,1250.33,0.212,education,rent,other,married,0
49,75501,27605,735,20,0,4,9,127.21,0.02,debt_consolidation,other,bachelor,single,0
26,45352,7296,748,17,0,7,7,3093.71,0.819,debt_consolidation,mortgage,bachelor,single,1
52,51280,500,593,4,0,1,19,795.9,0.186,medical,mortgage,master,married,0
49,66597,11362,845,24,0,1,10,304.57,0.055,car,rent,bachelor,married,0
63,56111,24075,649,35,0,8,12,3703.63,0.792,debt_consolidation,rent,bachelor,married,0
22,85003,9947,716,9,0,6,12,3188.06,0.45,debt_consolidation,mortgage,other,single,0
43,120931,500,700,22,1,2,8,500.39,0.05,debt_consolidation,mortgage,bachelor,single,0
39,17270,24158,601,23,0,10,4,3129.95,2.175,debt_consolidation,mortgage,master,married,1
51,90743,31984,618,9,0,10,17,3391.6,0.449,debt_consolidation,mortgage,bachelor,single,0
71,62631,15240,654,5,0,1,7,3630.68,0.696,debt_consolidation,own,master,single,0
25,94705,500,519,12,0,3,28,2220.41,0.281,debt_consolidation,rent,bachelor,married,0
39,78108,11186,707,20,0,12,19,2843.31,0.437,medical,mortgage,bachelor,single,0
54,61528,16818,517,31,1,4,13,3072.73,0.599,debt_consolidation,mortgage,high_school,single,0
30,79000,5283,651,14,0,13,1,2785.69,0.423,debt_consolidation,rent,bachelor,single,0
45,50146,22000,602,1,0,5,21,2622.65,0.628,other,own,high_school,married,0
22,40642,4110,690,14,0,11,15,2235.48,0.66,education,mortgage,bachelor,married,1
31,80271,15307,495,16,0,10,0,1968.86,0.294,debt_consolidation,rent,bachelor,married,0
70,38891,12260,533,19,0,3,23,3984.89,1.23,debt_consolidation,own,high_school,married,1
51,76059,22390,608,5,0,13,24,1416.49,0.223,car,own,bachelor,single,0
35,60768,14828,686,14,0,14,22,444.25,0.088,debt_consolidation,mortgage,bachelor,married,0
29,8000,12642,665,16,0,5,28,3083.64,4.625,education,rent,master,married,1
43,45640,5365,723,25,0,12,12,933.92,0.246,debt_consolidation,other,bachelor,divorced,1
39,68370,15417,657,21,0,7,24,2177.5,0.382,other,rent,bachelor,divorced,0
29,49849,11877,648,8,0,11,17,473.63,0.114,car,mortgage,bachelor,married,0
55,8000,4553,574,11,0,9,26,2515.21,3.772,debt_consolidation,rent,bachelor,divorced,1
41,93018,16913,634,21,0,5,0,3781.63,0.488,debt_consolidation,rent,other,single,0
29,64234,19367,648,22,0,4,6,2918.55,0.545,home_improvement,own,bachelor,single,0
48,71093,10939,506,36,0,10,3,936.69,0.158,debt_consolidation,mortgage,bachelor,single,0
66,48168,26178,587,13,0,11,9,3887.44,0.968,debt_consolidation,mortgage,high_school,married,1
71,73287,18167,682,23,0,13,7,1297.64,0.212,debt_consolidation,rent,master,married,0
27,105870,500,662,7,0,9,2,1802.8,0.204,home_improvement,own,master,widowed,0
36,41623,31048,632,25,0,8,22,2042.66,0.589,car,rent,bachelor,married,1
36,101675,24203,607,31,0,5,6,3963.8,0.468,debt_consolidation,rent,high_school,married,0
53,69964,27021,527,27,0,9,26,368.68,0.063,car,mortgage,other,married,0
24,38264,19806,497,31,0,11,25,2817.24,0.883,car,rent,phd,married,1
24,115309,500,628,21,0,14,24,1511.53,0.157,other,rent,bachelor,single,0
59,69791,28111,754,8,0,9,15,405.47,0.07,medical,own,bachelor,married,0
60,76911,15729,652,2,2,1,26,3746.62,0.585,other,mortgage,master,married,0
37,53266,19238,721,24,0,12,19,2400.45,0.541,other,own,bachelor,married,0
57,40091,21484,567,38,0,6,29,3038.72,0.91,debt_consolidation,mortgage,bachelor,married,1
59,64195,38235,669,11,0,11,9,1037.5,0.194,home_improvement,rent,bachelor,single,0
72,99536,8445,600,28,0,5,12,3070.01,0.37,debt_consolidation,rent,bachelor,single,0
49,52258,8755,598,2,0,6,29,3331.05,0.765,home_improvement,own,bachelor,single,0
72,59331,4787,702,22,0,10,0,1780.23,0.36,debt_consolidation,rent,bachelor,single,0
56,96408,2160,641,22,0,3,6,2330.63,0.29,car,mortgage,bachelor,married,0
58,52491,2381,553,17,0,14,9,3890.3,0.889,debt_consolidation,rent,master,married,0
59,72756,500,656,10,2,3,11,3402.25,0.561,debt_consolidation,mortgage,master,single,0
70,81933,20119,599,35,0,10,13,1834.92,0.269,debt_consolidation,rent,master,single,0
57,55080,38853,548,25,0,5,21,2691.84,0.586,other,rent,bachelor,married,0
72,67745,39618,580,7,0,7,10,3158.5,0.559,debt_consolidation,mortgage,master,single,0
55,76527,4771,793,27,1,4,16,194.88,0.031,other,rent,bachelor,single,0
27,49977,11734,734,17,1,6,8,2394.63,0.575,debt_consolidation,mortgage,bachelor,single,0
47,80394,29800,508,12,0,5,25,3939.66,0.588,car,mortgage,bachelor,married,0
48,46325,20188,636,35,0,2,7,3794.0,0.983,debt_consolidation,mortgage,high_school,divorced,1
42,43122,16614,641,39,0,13,9,3346.52,0.931,debt_consolidation,rent,bachelor,divorced,1
34,21823,11919,631,11,1,11,3,514.23,0.283,other,mortgage,master,married,1
27,47413,29139,603,21,1,12,4,3976.76,1.006,debt_consolidation,own,master,married,1
57,39612,2123,702,1,0,1,23,2477.2,0.75,debt_consolidation,mortgage,high_school,married,1
42,49978,20770,715,39,1,6,17,969.34,0.233,home_improvement,mortgage,bachelor,single,1
25,75299,19139,723,27,1,5,5,2729.65,0.435,education,own,bachelor,single,0
22,16858,15520,673,12,0,9,9,3440.44,2.449,other,own,bachelor,single,1
47,10633,24452,692,32,0,12,17,538.08,0.607,education,rent,other,single,1
41,41273,15404,625,2,1,7,27,3674.11,1.068,home_improvement,other,bachelor,single,1
74,71530,8585,539,33,0,1,10,3688.8,0.619,debt_consolidation,rent,master,married,0
58,67221,16110,537,22,1,13,23,152.51,0.027,home_improvement,other,bachelor,single,0
35,40873,500,590,31,1,10,4,3611.24,1.06,car,rent,high_school,single,1
41,89235,22352,635,19,0,6,27,3792.59,0.51,debt_consolidation,rent,bachelor,married,0
30,43539,25418,560,27,0,11,25,247.0,0.068,car,own,bachelor,married,1
43,71561,7120,570,7,0,7,2,1247.25,0.209,debt_consolidation,rent,master,single,0
59,50930,4265,623,2,0,3,17,1555.12,0.366,home_improvement,rent,high_school,married,0
25,38280,7562,710,29,0,14,3,1460.67,0.458,debt_consolidation,mortgage,high_school,married,1
21,44873,14243,673,24,0,9,7,3060.11,0.818,debt_consolidation,mortgage,master,single,1
33,78350,17590,589,29,0,11,16,1496.61,0.229,car,rent,bachelor,widowed,0
41,69025,34385,653,28,0,14,9,3830.66,0.666,debt_consolidation,mortgage,master,single,0
46,84202,32869,556,29,0,14,18,3980.47,0.567,debt_consolidation,mortgage,bachelor,married,0
70,69024,24978,589,33,0,11,28,1335.59,0.232,debt_consolidation,rent,high_school,single,0
65,19720,16455,533,24,1,2,0,2084.32,1.268,debt_consolidation,mortgage,bachelor,single,1
41,112860,3876,680,16,0,1,1,2275.05,0.242,debt_consolidation,rent,bachelor,single,0
73,69379,35155,630,23,0,10,25,2359.67,0.408,small_business,rent,high_school,married,0
38,72866,12028,638,37,0,10,10,1559.42,0.257,debt_consolidation,mortgage,high_school,single,0
57,50579,18376,706,27,0,12,14,747.37,0.177,home_improvement,own,high_school,widowed,0
65,87829,22528,580,32,1,9,22,312.79,0.043,car,mortgage,high_school,married,0
52,32672,15739,682,35,1,7,0,514.76,0.189,education,rent,bachelor,divorced,1
56,75245,28813,788,6,0,10,8,3615.04,0.577,debt_consolidation,mortgage,master,single,0
37,8009,20464,581,22,1,13,7,1193.46,1.788,medical,own,high_school,single,1
55,76930,26863,540,25,1,11,0,399.61,0.062,other,mortgage,bachelor,single,0
69,33011,20368,561,13,2,1,9,2531.77,0.92,debt_consolidation,mortgage,master,married,1
31,66924,14545,677,27,0,4,16,393.7,0.071,car,other,bachelor,single,0
41,93933,15890,772,23,0,10,17,373.21,0.048,debt_consolidation,mortgage,master,divorced,0
72,80567,14253,769,6,2,13,15,2524.12,0.376,debt_consolidation,own,high_school,single,0
73,90609,500,709,35,0,3,1,2406.44,0.319,debt_consolidation,mortgage,high_school,married,0
46,88021,2990,711,38,1,11,21,261.76,0.036,medical,rent,bachelor,married,0
24,46892,23886,682,14,1,7,16,1895.86,0.485,car,rent,bachelor,married,1
54,74958,500,700,2,1,5,3,1799.5,0.288,debt_consolidation,mortgage,bachelor,widowed,0
72,16877,10149,671,1,0,9,6,2232.09,1.587,debt_consolidation,mortgage,phd,married,1
68,42826,2398,594,6,0,11,28,2977.59,0.834,home_improvement,rent,bachelor,divorced,1
38,94816,9507,769,15,1,3,28,1202.92,0.152,debt_consolidation,rent,bachelor,married,0
60,50374,13136,743,20,0,11,27,1787.84,0.426,medical,own,master,divorced,0
55,13299,10125,595,8,0,6,8,3191.7,2.88,home_improvement,own,high_school,married,1
61,110342,500,695,11,0,10,25,3697.97,0.402,home_improvement,mortgage,master,married,0
49,74056,12773,752,28,1,2,2,3576.16,0.579,home_improvement,mortgage,bachelor,married,0
72,79111,3493,679,23,0,3,19,1962.76,0.298,other,rent,high_school,married,0
49,35488,7361,635,32,0,4,20,2131.38,0.721,education,mortgage,high_school,married,1
58,67101,23886,750,13,1,6,4,2163.51,0.387,debt_consolidation,rent,other,married,0
